Date,Silver_Close,Silver_Open,Silver_High,Silver_Low,Gold,DXY,VIX,price,date,high,low
2013-01-01,30.3,30.31,30.34,30.28,1674.800048828125,79.7699966430664,18.020000457763672,30.3,2013-01-01,30.34,30.28
2013-01-02,30.99,30.32,31.52,30.18,1687.9000244140625,79.8499984741211,14.68000030517578,30.99,2013-01-02,31.52,30.18
2013-01-03,30.16,31.0,31.21,29.98,1673.699951171875,80.43000030517578,14.5600004196167,30.16,2013-01-03,31.21,29.98
2013-01-04,30.25,30.14,30.34,29.2,1648.0999755859375,80.5,13.829999923706056,30.25,2013-01-04,30.34,29.2
2013-01-07,30.16,30.17,30.48,29.81,1645.5,80.26000213623047,13.789999961853027,30.16,2013-01-07,30.48,29.81
2013-01-08,30.38,30.12,30.56,30.05,1661.5,80.3499984741211,13.619999885559082,30.38,2013-01-08,30.56,30.05
2013-01-09,30.36,30.34,30.59,30.03,1654.800048828125,80.55999755859375,13.8100004196167,30.36,2013-01-09,30.59,30.03
2013-01-10,30.85,30.34,30.94,30.23,1677.300048828125,79.73999786376953,13.489999771118164,30.85,2013-01-10,30.94,30.23
2013-01-11,30.46,30.82,30.93,30.17,1660.0,79.55999755859375,13.359999656677246,30.46,2013-01-11,30.93,30.17
2013-01-14,31.04,30.43,31.15,30.36,1668.9000244140625,79.48999786376953,13.520000457763672,31.04,2013-01-14,31.15,30.36
2013-01-15,31.38,30.99,31.5,30.93,1683.4000244140625,79.77999877929688,13.550000190734863,31.38,2013-01-15,31.5,30.93
2013-01-16,31.46,31.34,31.58,31.07,1682.699951171875,79.80000305175781,13.420000076293944,31.46,2013-01-16,31.58,31.07
2013-01-17,31.74,31.43,31.91,31.02,1690.4000244140625,79.6500015258789,13.56999969482422,31.74,2013-01-17,31.91,31.02
2013-01-18,31.88,31.71,32.15,31.64,1686.5999755859375,80.05000305175781,12.460000038146973,31.88,2013-01-18,32.15,31.64
2013-01-21,32.03,31.83,32.14,31.83,1686.5999755859375,80.05000305175781,12.460000038146973,32.03,2013-01-21,32.14,31.83
2013-01-22,32.23,31.99,32.38,31.8,1692.800048828125,79.87000274658203,12.43000030517578,32.23,2013-01-22,32.38,31.8
2013-01-23,32.27,32.19,32.47,32.08,1686.300048828125,79.91999816894531,12.460000038146973,32.27,2013-01-23,32.47,32.08
2013-01-24,31.64,32.23,32.27,31.58,1669.5,79.94999694824219,12.6899995803833,31.64,2013-01-24,32.27,31.58
2013-01-25,31.18,31.62,31.8,31.09,1656.4000244140625,79.75,12.890000343322754,31.18,2013-01-25,31.8,31.09
2013-01-28,30.87,31.15,31.33,30.71,1652.4000244140625,79.77999877929688,13.56999969482422,30.87,2013-01-28,31.33,30.71
2013-01-29,31.41,30.81,31.48,30.79,1660.699951171875,79.55999755859375,13.3100004196167,31.41,2013-01-29,31.48,30.79
2013-01-30,32.04,31.39,32.25,31.23,1679.9000244140625,79.27999877929688,14.31999969482422,32.04,2013-01-30,32.25,31.23
2013-01-31,31.45,32.01,32.15,31.1,1660.5999755859375,79.20999908447266,14.279999732971191,31.45,2013-01-31,32.15,31.1
2013-02-01,31.83,31.43,32.16,31.27,1669.4000244140625,79.12999725341797,12.899999618530272,31.83,2013-02-01,32.16,31.27
2013-02-04,31.74,31.82,31.92,31.36,1675.300048828125,79.55000305175781,14.670000076293944,31.74,2013-02-04,31.92,31.36
2013-02-05,31.8,31.72,32.12,31.59,1672.4000244140625,79.48999786376953,13.720000267028809,31.8,2013-02-05,32.12,31.59
2013-02-06,31.84,31.79,31.9,31.58,1677.699951171875,79.72000122070312,13.40999984741211,31.84,2013-02-06,31.9,31.58
2013-02-07,31.47,31.8,31.92,31.26,1670.4000244140625,80.19000244140625,13.5,31.47,2013-02-07,31.92,31.26
2013-02-08,31.42,31.44,31.7,31.31,1666.0,80.25,13.020000457763672,31.42,2013-02-08,31.7,31.31
2013-02-11,31.02,31.4,31.54,30.79,1648.199951171875,80.30999755859375,12.9399995803833,31.02,2013-02-11,31.54,30.79
2013-02-12,31.11,30.92,31.15,30.56,1648.699951171875,80.11000061035156,12.640000343322754,31.11,2013-02-12,31.15,30.56
2013-02-13,30.77,31.09,31.23,30.7,1644.199951171875,80.08999633789062,12.979999542236328,30.77,2013-02-13,31.23,30.7
2013-02-14,30.4,30.75,31.09,30.2,1634.699951171875,80.45999908447266,12.65999984741211,30.4,2013-02-14,31.09,30.2
2013-02-15,29.77,30.38,30.48,29.65,1608.800048828125,80.58000183105469,12.460000038146973,29.77,2013-02-15,30.48,29.65
2013-02-18,29.98,29.78,30.19,29.77,1608.800048828125,80.58000183105469,12.460000038146973,29.98,2013-02-18,30.19,29.77
2013-02-19,29.44,29.84,30.15,29.2,1603.5999755859375,80.47000122070312,12.3100004196167,29.44,2013-02-19,30.15,29.2
2013-02-20,28.55,29.4,29.66,28.26,1577.5999755859375,81.08999633789062,14.68000030517578,28.55,2013-02-20,29.66,28.26
2013-02-21,28.66,28.53,28.91,28.3,1578.199951171875,81.45999908447266,15.220000267028809,28.66,2013-02-21,28.91,28.3
2013-02-22,28.71,28.64,28.94,28.35,1572.4000244140625,81.4800033569336,14.170000076293944,28.71,2013-02-22,28.94,28.35
2013-02-25,29.03,28.71,29.26,28.56,1586.199951171875,81.66999816894531,18.989999771118164,29.03,2013-02-25,29.26,28.56
2013-02-26,29.39,29.01,29.48,28.58,1615.199951171875,81.87000274658203,16.8700008392334,29.39,2013-02-26,29.48,28.58
2013-02-27,29.02,29.38,29.44,28.82,1595.199951171875,81.5999984741211,14.729999542236328,29.02,2013-02-27,29.44,28.82
2013-02-28,28.53,28.99,29.18,28.38,1577.699951171875,81.9800033569336,15.510000228881836,28.53,2013-02-28,29.18,28.38
2013-03-01,28.58,28.5,28.79,27.94,1571.9000244140625,82.30999755859375,15.359999656677246,28.58,2013-03-01,28.79,27.94
2013-03-04,28.58,28.5,28.83,28.4,1572.0999755859375,82.22000122070312,14.010000228881836,28.58,2013-03-04,28.83,28.4
2013-03-05,28.69,28.54,29.15,28.49,1574.5999755859375,82.08999633789062,13.479999542236328,28.69,2013-03-05,29.15,28.49
2013-03-06,29.04,28.67,29.08,28.54,1574.5999755859375,82.45999908447266,13.529999732971191,29.04,2013-03-06,29.08,28.54
2013-03-07,28.9,29.02,29.09,28.73,1574.800048828125,82.08000183105469,13.0600004196167,28.9,2013-03-07,29.09,28.73
2013-03-08,28.98,28.86,29.26,28.31,1576.5999755859375,82.69999694824219,12.59000015258789,28.98,2013-03-08,29.26,28.31
2013-03-11,28.99,28.93,29.12,28.69,1577.800048828125,82.56999969482422,11.5600004196167,28.99,2013-03-11,29.12,28.69
2013-03-12,29.14,28.95,29.39,28.86,1591.5,82.58000183105469,12.270000457763672,29.14,2013-03-12,29.39,28.86
2013-03-13,28.91,29.11,29.37,28.83,1588.300048828125,82.88999938964844,11.829999923706056,28.91,2013-03-13,29.37,28.83
2013-03-14,28.82,28.87,29.0,28.53,1590.5999755859375,82.61000061035156,11.300000190734863,28.82,2013-03-14,29.0,28.53
2013-03-15,28.77,28.78,29.05,28.69,1592.5,82.26000213623047,11.300000190734863,28.77,2013-03-15,29.05,28.69
2013-03-18,28.88,28.81,29.16,28.58,1604.5999755859375,82.69000244140625,13.359999656677246,28.88,2013-03-18,29.16,28.58
2013-03-19,28.91,28.84,29.12,28.64,1611.300048828125,82.98999786376953,14.390000343322754,28.91,2013-03-19,29.12,28.64
2013-03-20,28.8,28.87,29.04,28.6,1607.5,82.77999877929688,12.670000076293944,28.8,2013-03-20,29.04,28.6
2013-03-21,29.17,28.78,29.36,28.72,1613.800048828125,82.80000305175781,13.989999771118164,29.17,2013-03-21,29.36,28.72
2013-03-22,28.71,29.13,29.21,28.53,1606.199951171875,82.52999877929688,13.56999969482422,28.71,2013-03-22,29.21,28.53
2013-03-25,28.85,28.73,28.94,28.44,1604.5999755859375,82.87000274658203,13.739999771118164,28.85,2013-03-25,28.94,28.44
2013-03-26,28.75,28.81,28.9,28.61,1595.800048828125,82.87999725341797,12.770000457763672,28.75,2013-03-26,28.9,28.61
2013-03-27,28.67,28.71,28.84,28.09,1606.199951171875,83.20999908447266,13.149999618530272,28.67,2013-03-27,28.84,28.09
2013-03-28,28.37,28.63,28.87,28.18,1594.800048828125,82.98999786376953,12.699999809265137,28.37,2013-03-28,28.87,28.18
2013-04-01,28.05,28.25,28.42,27.85,1600.0,82.7300033569336,13.579999923706056,28.05,2013-04-01,28.42,27.85
2013-04-02,27.24,28.01,28.21,27.16,1575.0999755859375,82.94000244140625,12.779999732971191,27.24,2013-04-02,28.21,27.16
2013-04-03,26.96,27.21,27.39,26.72,1552.800048828125,82.72000122070312,14.210000038146973,26.96,2013-04-03,27.39,26.72
2013-04-04,26.93,26.92,27.1,26.62,1551.800048828125,82.68000030517578,13.890000343322754,26.93,2013-04-04,27.1,26.62
2013-04-05,27.34,26.9,27.37,26.76,1575.4000244140625,82.5,13.920000076293944,27.34,2013-04-05,27.37,26.76
2013-04-08,27.29,27.32,27.46,27.12,1572.0,82.75,13.1899995803833,27.29,2013-04-08,27.46,27.12
2013-04-09,27.97,27.25,28.11,27.18,1586.199951171875,82.30999755859375,12.84000015258789,27.97,2013-04-09,28.11,27.18
2013-04-10,27.65,27.93,28.05,27.49,1558.300048828125,82.52999877929688,12.359999656677246,27.65,2013-04-10,28.05,27.49
2013-04-11,27.64,27.61,27.87,27.4,1564.300048828125,82.25,12.239999771118164,27.64,2013-04-11,27.87,27.4
2013-04-12,25.89,27.61,27.73,25.74,1501.0,82.30999755859375,12.0600004196167,25.89,2013-04-12,27.73,25.74
2013-04-15,22.63,25.85,26.13,22.54,1360.5999755859375,82.41999816894531,17.270000457763672,22.63,2013-04-15,26.13,22.54
2013-04-16,23.42,22.58,23.98,22.04,1386.800048828125,81.75,13.960000038146973,23.42,2013-04-16,23.98,22.04
2013-04-17,23.32,23.37,23.77,22.83,1382.199951171875,82.66000366210938,16.510000228881836,23.32,2013-04-17,23.77,22.83
2013-04-18,23.29,23.27,23.72,22.46,1392.0,82.55000305175781,17.559999465942383,23.29,2013-04-18,23.72,22.46
2013-04-19,23.22,23.24,23.89,22.87,1395.300048828125,82.70999908447266,14.970000267028809,23.22,2013-04-19,23.89,22.87
2013-04-22,23.43,23.23,23.73,23.09,1421.0,82.68000030517578,14.390000343322754,23.43,2013-04-22,23.73,23.09
2013-04-23,22.95,23.38,23.49,22.57,1408.5999755859375,83.02999877929688,13.479999542236328,22.95,2013-04-23,23.49,22.57
2013-04-24,23.14,22.9,23.38,22.79,1423.4000244140625,82.93000030517578,13.609999656677246,23.14,2013-04-24,23.38,22.79
2013-04-25,24.38,23.09,24.43,23.05,1461.800048828125,82.73999786376953,13.619999885559082,24.38,2013-04-25,24.43,23.05
2013-04-26,24.03,24.33,24.87,23.61,1453.5999755859375,82.4800033569336,13.609999656677246,24.03,2013-04-26,24.87,23.61
2013-04-29,24.56,23.93,24.63,23.93,1467.4000244140625,82.1500015258789,13.710000038146973,24.56,2013-04-29,24.63,23.93
2013-04-30,24.33,24.52,24.57,24.01,1472.199951171875,81.7300033569336,13.520000457763672,24.33,2013-04-30,24.57,24.01
2013-05-01,23.58,24.28,24.39,23.21,1446.300048828125,81.63999938964844,14.489999771118164,23.58,2013-05-01,24.39,23.21
2013-05-02,23.84,23.53,24.23,23.37,1467.699951171875,82.20999908447266,13.59000015258789,23.84,2013-05-02,24.23,23.37
2013-05-03,24.12,23.79,24.4,23.4,1464.300048828125,82.0999984741211,12.850000381469728,24.12,2013-05-03,24.4,23.4
2013-05-06,24.03,24.12,24.47,23.82,1468.0999755859375,82.31999969482422,12.65999984741211,24.03,2013-05-06,24.47,23.82
2013-05-07,23.94,23.98,24.1,23.43,1449.0,82.30000305175781,12.829999923706056,23.94,2013-05-07,24.1,23.43
2013-05-08,23.94,23.89,24.12,23.64,1473.9000244140625,81.9000015258789,12.65999984741211,23.94,2013-05-08,24.12,23.64
2013-05-09,23.7,23.92,24.22,23.53,1468.800048828125,82.79000091552734,13.130000114440918,23.7,2013-05-09,24.22,23.53
2013-05-10,23.87,23.65,23.95,23.15,1436.800048828125,83.13999938964844,12.59000015258789,23.87,2013-05-10,23.95,23.15
2013-05-13,23.65,23.85,23.92,23.47,1434.5,83.26000213623047,12.550000190734863,23.65,2013-05-13,23.92,23.47
2013-05-14,23.41,23.6,23.83,23.11,1424.699951171875,83.56999969482422,12.770000457763672,23.41,2013-05-14,23.83,23.11
2013-05-15,22.62,23.36,23.53,22.47,1396.5,83.83000183105469,12.8100004196167,22.62,2013-05-15,23.53,22.47
2013-05-16,22.7,22.57,22.84,22.09,1387.0999755859375,83.7699966430664,13.06999969482422,22.7,2013-05-16,22.84,22.09
2013-05-17,22.28,22.66,22.84,22.12,1364.9000244140625,84.27999877929688,12.449999809265137,22.28,2013-05-17,22.84,22.12
2013-05-20,22.97,22.22,23.13,20.84,1384.300048828125,83.80999755859375,13.020000457763672,22.97,2013-05-20,23.13,20.84
2013-05-21,22.43,22.92,22.99,22.05,1377.800048828125,83.86000061035156,13.369999885559082,22.43,2013-05-21,22.99,22.05
2013-05-22,22.24,22.38,23.35,22.16,1367.5999755859375,84.25,13.81999969482422,22.24,2013-05-22,23.35,22.16
2013-05-23,22.61,22.19,22.72,21.94,1392.0,83.80000305175781,14.06999969482422,22.61,2013-05-23,22.72,21.94
2013-05-24,22.43,22.56,22.69,22.28,1386.800048828125,83.69999694824219,13.989999771118164,22.43,2013-05-24,22.69,22.28
2013-05-27,22.68,22.4,22.81,22.31,1386.800048828125,83.69999694824219,13.989999771118164,22.68,2013-05-27,22.81,22.31
2013-05-28,22.27,22.62,22.69,22.11,1379.0999755859375,84.13999938964844,14.479999542236328,22.27,2013-05-28,22.69,22.11
2013-05-29,22.5,22.22,22.54,22.15,1391.300048828125,83.63999938964844,14.829999923706056,22.5,2013-05-29,22.54,22.15
2013-05-30,22.78,22.47,23.14,22.35,1411.5,83.01000213623047,14.529999732971191,22.78,2013-05-30,23.14,22.35
2013-05-31,22.26,22.73,22.95,22.12,1392.5999755859375,83.37999725341797,16.299999237060547,22.26,2013-05-31,22.95,22.12
2013-06-03,22.76,22.26,23.01,22.23,1411.699951171875,82.68000030517578,16.280000686645508,22.76,2013-06-03,23.01,22.23
2013-06-04,22.5,22.71,22.82,22.26,1397.0999755859375,82.7699966430664,16.270000457763672,22.5,2013-06-04,22.82,22.26
2013-06-05,22.57,22.45,22.79,22.31,1398.4000244140625,82.56999969482422,17.5,22.57,2013-06-05,22.79,22.31
2013-06-06,22.64,22.54,22.94,22.3,1415.699951171875,81.5199966430664,16.6299991607666,22.64,2013-06-06,22.94,22.3
2013-06-07,21.69,22.59,22.85,21.51,1383.0,81.69000244140625,15.140000343322754,21.69,2013-06-07,22.85,21.51
2013-06-10,21.96,21.43,22.13,21.37,1386.199951171875,81.6500015258789,15.4399995803833,21.96,2013-06-10,22.13,21.37
2013-06-11,21.66,21.82,21.98,21.45,1377.0,81.05999755859375,17.06999969482422,21.66,2013-06-11,21.98,21.45
2013-06-12,21.88,21.62,22.03,21.56,1391.800048828125,80.95999908447266,18.59000015258789,21.88,2013-06-12,22.03,21.56
2013-06-13,21.85,21.76,22.03,21.55,1377.5999755859375,80.62000274658203,16.40999984741211,21.85,2013-06-13,22.03,21.55
2013-06-14,22.09,21.85,22.35,21.66,1387.300048828125,80.66999816894531,17.149999618530273,22.09,2013-06-14,22.35,21.66
2013-06-17,21.88,22.03,22.09,21.65,1382.800048828125,80.56999969482422,16.799999237060547,21.88,2013-06-17,22.09,21.65
2013-06-18,21.69,21.84,21.99,21.49,1366.5999755859375,80.62000274658203,16.610000610351562,21.69,2013-06-18,21.99,21.49
2013-06-19,21.36,21.66,21.85,21.23,1373.5999755859375,81.43000030517578,16.639999389648438,21.36,2013-06-19,21.85,21.23
2013-06-20,19.61,21.33,21.35,19.56,1285.9000244140625,81.83999633789062,20.489999771118164,19.61,2013-06-20,21.35,19.56
2013-06-21,20.13,19.61,21.35,19.35,1291.5999755859375,82.31999969482422,18.89999961853028,20.13,2013-06-21,21.35,19.35
2013-06-24,19.7,20.1,20.25,19.43,1276.800048828125,82.43000030517578,20.11000061035156,19.7,2013-06-24,20.25,19.43
2013-06-25,19.63,19.65,19.89,19.43,1274.800048828125,82.58000183105469,18.46999931335449,19.63,2013-06-25,19.89,19.43
2013-06-26,18.56,19.59,19.68,18.39,1229.5999755859375,82.94999694824219,17.209999084472656,18.56,2013-06-26,19.68,18.39
2013-06-27,18.5,18.5,19.02,18.34,1211.4000244140625,82.91000366210938,16.860000610351562,18.5,2013-06-27,19.02,18.34
2013-06-28,19.66,18.41,19.72,18.19,1223.800048828125,83.16999816894531,16.860000610351562,19.66,2013-06-28,19.72,18.19
2013-07-01,19.61,19.59,19.97,19.39,1255.9000244140625,82.9800033569336,16.3700008392334,19.61,2013-07-01,19.97,19.39
2013-07-02,19.37,19.64,19.83,19.28,1243.5999755859375,83.54000091552734,16.440000534057617,19.37,2013-07-02,19.83,19.28
2013-07-03,19.74,19.38,19.94,19.32,1252.0999755859375,83.2300033569336,16.200000762939453,19.74,2013-07-03,19.94,19.32
2013-07-04,19.56,19.72,19.89,19.37,1252.0999755859375,83.2300033569336,16.200000762939453,19.56,2013-07-04,19.89,19.37
2013-07-05,18.86,19.56,19.65,18.64,1212.9000244140625,84.41999816894531,14.890000343322754,18.86,2013-07-05,19.65,18.64
2013-07-08,19.09,18.96,19.34,18.68,1234.9000244140625,84.19999694824219,14.779999732971191,19.09,2013-07-08,19.34,18.68
2013-07-09,19.28,19.06,19.54,18.97,1245.9000244140625,84.58000183105469,14.350000381469728,19.28,2013-07-09,19.54,18.97
2013-07-10,19.38,19.24,19.57,19.0,1247.4000244140625,84.04000091552734,14.210000038146973,19.38,2013-07-10,19.57,19.0
2013-07-11,20.15,19.33,20.31,19.65,1280.0999755859375,82.75,14.010000228881836,20.15,2013-07-11,20.31,19.65
2013-07-12,19.91,20.13,20.26,19.62,1277.800048828125,82.98999786376953,13.84000015258789,19.91,2013-07-12,20.26,19.62
2013-07-15,19.94,19.9,20.18,19.65,1283.800048828125,83.04000091552734,13.789999961853027,19.94,2013-07-15,20.18,19.65
2013-07-16,20.02,19.92,20.09,19.66,1290.800048828125,82.43000030517578,14.420000076293944,20.02,2013-07-16,20.09,19.66
2013-07-17,19.29,19.98,20.12,19.28,1277.9000244140625,82.70999908447266,13.779999732971191,19.29,2013-07-17,20.12,19.28
2013-07-18,19.39,19.25,19.61,19.21,1284.5999755859375,82.81999969482422,13.770000457763672,19.39,2013-07-18,19.61,19.21
2013-07-19,19.51,19.38,19.66,19.29,1293.300048828125,82.58000183105469,12.539999961853027,19.51,2013-07-19,19.66,19.29
2013-07-22,20.57,19.55,20.65,19.64,1336.4000244140625,82.22000122070312,12.289999961853027,20.57,2013-07-22,20.65,19.64
2013-07-23,20.49,20.52,20.55,20.09,1335.0999755859375,82.01000213623047,12.65999984741211,20.49,2013-07-23,20.55,20.09
2013-07-24,20.19,20.48,20.55,19.97,1319.699951171875,82.30000305175781,13.18000030517578,20.19,2013-07-24,20.55,19.97
2013-07-25,20.25,20.12,20.35,19.77,1329.0,81.97000122070312,12.970000267028809,20.25,2013-07-25,20.35,19.77
2013-07-26,20.0,20.21,20.37,19.65,1321.699951171875,81.62000274658203,12.720000267028809,20.0,2013-07-26,20.37,19.65
2013-07-29,19.85,19.99,20.25,19.66,1328.4000244140625,81.66000366210938,13.390000343322754,19.85,2013-07-29,20.25,19.66
2013-07-30,19.75,19.81,19.93,19.52,1324.0,81.83000183105469,13.390000343322754,19.75,2013-07-30,19.93,19.52
2013-07-31,19.85,19.74,20.16,19.36,1312.4000244140625,81.44999694824219,13.449999809265137,19.85,2013-07-31,20.16,19.36
2013-08-01,19.62,19.82,20.03,19.53,1311.0,82.33999633789062,12.9399995803833,19.62,2013-08-01,20.03,19.53
2013-08-02,19.94,19.6,20.31,19.19,1310.5999755859375,81.91000366210938,11.979999542236328,19.94,2013-08-02,20.31,19.19
2013-08-05,19.73,19.89,20.04,19.53,1302.5999755859375,81.87999725341797,11.84000015258789,19.73,2013-08-05,20.04,19.53
2013-08-06,19.52,19.7,19.83,19.44,1283.199951171875,81.5999984741211,12.720000267028809,19.52,2013-08-06,19.83,19.44
2013-08-07,19.59,19.48,19.66,19.13,1286.0999755859375,81.29000091552734,12.979999542236328,19.59,2013-08-07,19.66,19.13
2013-08-08,20.25,19.55,20.38,19.5,1310.699951171875,81.01000213623047,12.729999542236328,20.25,2013-08-08,20.38,19.5
2013-08-09,20.57,20.22,20.61,20.06,1312.9000244140625,81.12999725341797,13.40999984741211,20.57,2013-08-09,20.61,20.06
2013-08-12,21.4,20.57,21.5,20.53,1334.699951171875,81.33000183105469,12.8100004196167,21.4,2013-08-12,21.5,20.53
2013-08-13,21.46,21.37,21.81,21.11,1321.199951171875,81.7300033569336,12.3100004196167,21.46,2013-08-13,21.81,21.11
2013-08-14,21.87,21.44,21.91,21.25,1334.0,81.69999694824219,13.039999961853027,21.87,2013-08-14,21.91,21.25
2013-08-15,23.0,21.89,23.19,21.71,1361.5999755859375,81.12999725341797,14.729999542236328,23.0,2013-08-15,23.19,21.71
2013-08-16,23.25,22.94,23.45,22.74,1371.699951171875,81.26000213623047,14.369999885559082,23.25,2013-08-16,23.45,22.74
2013-08-19,23.16,23.23,23.64,22.94,1366.199951171875,81.2300033569336,15.100000381469728,23.16,2013-08-19,23.64,22.94
2013-08-20,23.03,23.13,23.29,22.48,1373.0999755859375,80.91000366210938,14.90999984741211,23.03,2013-08-20,23.29,22.48
2013-08-21,22.88,22.94,23.38,22.72,1370.5999755859375,81.31999969482422,15.9399995803833,22.88,2013-08-21,23.38,22.72
2013-08-22,23.15,22.81,23.36,22.43,1371.199951171875,81.48999786376953,14.760000228881836,23.15,2013-08-22,23.36,22.43
2013-08-23,24.0,23.09,24.13,22.87,1395.699951171875,81.33999633789062,13.979999542236328,24.0,2013-08-23,24.13,22.87
2013-08-26,24.32,23.99,24.42,23.89,1393.0,81.37000274658203,14.989999771118164,24.32,2013-08-26,24.42,23.89
2013-08-27,24.51,24.3,24.71,23.94,1420.5999755859375,81.16999816894531,16.770000457763672,24.51,2013-08-27,24.71,23.94
2013-08-28,24.39,24.45,25.13,24.21,1419.0,81.41999816894531,16.489999771118164,24.39,2013-08-28,25.13,24.21
2013-08-29,23.88,24.32,24.45,23.65,1412.9000244140625,81.94999694824219,16.809999465942383,23.88,2013-08-29,24.45,23.65
2013-08-30,23.51,23.84,24.03,23.36,1396.0999755859375,82.08999633789062,17.010000228881836,23.51,2013-08-30,24.03,23.36
2013-09-02,24.18,23.4,24.39,23.05,1396.0999755859375,82.08999633789062,17.010000228881836,24.18,2013-09-02,24.39,23.05
2013-09-03,24.27,24.17,24.57,23.95,1412.0,82.36000061035156,16.610000610351562,24.27,2013-09-03,24.57,23.95
2013-09-04,23.49,24.25,24.43,23.31,1389.9000244140625,82.16999816894531,15.880000114440918,23.49,2013-09-04,24.43,23.31
2013-09-05,23.2,23.38,23.69,22.98,1373.0999755859375,82.62999725341797,15.770000457763672,23.2,2013-09-05,23.69,22.98
2013-09-06,23.87,23.08,23.96,22.98,1386.699951171875,82.1500015258789,15.850000381469728,23.87,2013-09-06,23.96,22.98
2013-09-09,23.71,23.87,23.96,23.42,1386.800048828125,81.79000091552734,15.630000114440918,23.71,2013-09-09,23.96,23.42
2013-09-10,22.98,23.66,23.8,22.78,1364.0999755859375,81.81999969482422,14.529999732971191,22.98,2013-09-10,23.8,22.78
2013-09-11,23.2,22.96,23.24,22.75,1363.9000244140625,81.5199966430664,13.81999969482422,23.2,2013-09-11,23.24,22.75
2013-09-12,21.79,23.13,23.23,21.69,1330.4000244140625,81.48999786376953,14.289999961853027,21.79,2013-09-12,23.23,21.69
2013-09-13,22.25,21.71,22.28,21.35,1308.4000244140625,81.44999694824219,14.15999984741211,22.25,2013-09-13,22.28,21.35
2013-09-16,21.8,22.19,22.36,21.63,1317.9000244140625,81.25,14.380000114440918,21.8,2013-09-16,22.36,21.63
2013-09-17,21.73,21.75,22.13,21.6,1309.5,81.16999816894531,14.529999732971191,21.73,2013-09-17,22.13,21.6
2013-09-18,22.92,21.62,23.26,21.18,1307.800048828125,80.23999786376953,13.59000015258789,22.92,2013-09-18,23.26,21.18
2013-09-19,23.08,22.89,23.44,22.8,1369.4000244140625,80.36000061035156,13.15999984741211,23.08,2013-09-19,23.44,22.8
2013-09-20,21.84,22.92,23.18,21.68,1332.5,80.44000244140625,13.119999885559082,21.84,2013-09-20,23.18,21.68
2013-09-23,21.65,21.67,21.96,21.35,1326.9000244140625,80.44999694824219,14.3100004196167,21.65,2013-09-23,21.96,21.35
2013-09-24,21.73,21.59,22.04,21.28,1316.0,80.55999755859375,14.079999923706056,21.73,2013-09-24,22.04,21.28
2013-09-25,21.8,21.72,21.97,21.44,1335.9000244140625,80.33000183105469,14.010000228881836,21.8,2013-09-25,21.97,21.44
2013-09-26,21.72,21.75,22.13,21.6,1323.5999755859375,80.5199966430664,14.0600004196167,21.72,2013-09-26,22.13,21.6
2013-09-27,21.78,21.68,22.15,21.45,1338.4000244140625,80.2699966430664,15.460000038146973,21.78,2013-09-27,22.15,21.45
2013-09-30,21.69,21.72,22.08,21.4,1326.5,80.22000122070312,16.600000381469727,21.69,2013-09-30,22.08,21.4
2013-10-01,21.16,21.61,21.99,20.57,1286.0,80.0999984741211,15.539999961853027,21.16,2013-10-01,21.99,20.57
2013-10-02,21.76,21.12,22.04,20.93,1320.5999755859375,79.87999725341797,16.600000381469727,21.76,2013-10-02,22.04,20.93
2013-10-03,21.63,21.7,21.85,21.39,1317.4000244140625,79.7699966430664,17.670000076293945,21.63,2013-10-03,21.85,21.39
2013-10-04,21.75,21.54,21.9,21.45,1309.699951171875,80.12000274658203,16.739999771118164,21.75,2013-10-04,21.9,21.45
2013-10-07,22.35,21.76,22.48,21.59,1324.800048828125,79.94000244140625,19.40999984741211,22.35,2013-10-07,22.48,21.59
2013-10-08,22.29,22.32,22.5,22.09,1324.199951171875,80.05999755859375,20.34000015258789,22.29,2013-10-08,22.5,22.09
2013-10-09,21.91,22.27,22.42,21.73,1306.9000244140625,80.37000274658203,19.600000381469727,21.91,2013-10-09,22.42,21.73
2013-10-10,21.67,21.88,22.23,21.51,1296.5999755859375,80.41999816894531,16.479999542236328,21.67,2013-10-10,22.23,21.51
2013-10-11,21.23,21.62,21.86,20.95,1268.0,80.36000061035156,15.720000267028809,21.23,2013-10-11,21.86,20.95
2013-10-14,21.3,21.19,21.71,21.07,1276.4000244140625,80.26000213623047,16.06999969482422,21.3,2013-10-14,21.71,21.07
2013-10-15,21.3,21.25,21.54,20.48,1273.0,80.4800033569336,18.65999984741211,21.3,2013-10-15,21.54,20.48
2013-10-16,21.39,21.29,21.46,21.04,1282.0,80.5,14.710000038146973,21.39,2013-10-16,21.46,21.04
2013-10-17,21.89,21.34,22.21,21.06,1322.699951171875,79.6500015258789,13.479999542236328,21.89,2013-10-17,22.21,21.06
2013-10-18,21.93,21.8,22.06,21.69,1314.4000244140625,79.63999938964844,13.039999961853027,21.93,2013-10-18,22.06,21.69
2013-10-21,22.24,21.9,22.35,21.81,1315.699951171875,79.68000030517578,13.15999984741211,22.24,2013-10-21,22.35,21.81
2013-10-22,22.68,22.18,22.85,21.95,1342.5,79.23999786376953,13.329999923706056,22.68,2013-10-22,22.85,21.95
2013-10-23,22.54,22.65,22.84,22.43,1333.9000244140625,79.26000213623047,13.420000076293944,22.54,2013-10-23,22.84,22.43
2013-10-24,22.71,22.43,22.9,22.43,1350.199951171875,79.19000244140625,13.199999809265137,22.71,2013-10-24,22.9,22.43
